step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
39,CASH_OUT,446768.53,C1066470091,0.0,0.0,C878214169,724032.51,1170801.04,0,0
350,CASH_IN,60244.75,C1813210327,18256305.15,18316549.89,C809883246,268309.43,208064.69,0,0
42,TRANSFER,1566057.28,C646867271,1566057.28,0.0,C701554593,0.0,0.0,1,0
319,TRANSFER,4895343.33,C1479969874,4895343.33,0.0,C327601402,0.0,0.0,1,0
386,TRANSFER,10000000.0,C884104189,11975271.77,1975271.77,C1648566106,0.0,0.0,1,0
107,CASH_OUT,204675.48,C307731888,204675.48,0.0,C717487050,109380.43,314055.91,1,0
53,TRANSFER,6215.44,C1484456052,6215.44,0.0,C1913346868,0.0,0.0,1,0
568,TRANSFER,7365106.76,C22695246,7365106.76,0.0,C750661088,0.0,0.0,1,0
142,CASH_OUT,22487.64,C1468240732,0.0,0.0,C32375747,379956.3,402443.94,0,0
12,CASH_OUT,1041647.06,C169939918,1041647.06,0.0,C1673501963,52730.33,1094377.39,1,0
471,CASH_IN,299460.16,C1105984170,10908541.05,11208001.21,C187105276,1624384.64,1324924.48,0,0
473,CASH_OUT,7009.93,C2022649541,7009.93,0.0,C239424906,0.0,7009.93,1,0
396,CASH_OUT,8355.03,C223318709,80588.0,72232.97,C954516817,7095160.27,7103515.3,0,0
4,TRANSFER,10000000.0,C7162498,12930418.44,2930418.44,C945327594,0.0,0.0,1,0
355,TRANSFER,217243.09,C1709612780,7770.15,0.0,C506257588,488577.1,705820.18,0,0
519,TRANSFER,21738.98,C811362525,21738.98,0.0,C1819509063,0.0,0.0,1,0
235,TRANSFER,4814.69,C964573395,4814.69,0.0,C665851220,0.0,0.0,1,0
467,CASH_OUT,171623.1,C859067773,171623.1,0.0,C936547996,76632.01,248255.12,1,0
734,CASH_OUT,10000000.0,C131420902,10000000.0,0.0,C635621973,2571402.25,12571402.25,1,0
254,CASH_OUT,653949.74,C1985193615,653949.74,0.0,C967226405,1404475.93,2058425.67,1,0
203,CASH_OUT,69040.58,C1645017544,0.0,0.0,C1599740311,191619.49,260660.07,0,0
257,CASH_OUT,125969.85,C1653089935,0.0,0.0,C665785903,1338269.12,1464238.97,0,0
327,CASH_IN,126139.97,C393039142,5784.0,131923.97,C1551029109,207021.62,80881.64,0,0
107,TRANSFER,570649.33,C1866696919,570649.33,0.0,C1840997848,0.0,0.0,1,0
230,PAYMENT,22338.99,C1621303480,1559.0,0.0,M1089550756,0.0,0.0,0,0
613,TRANSFER,1425062.97,C1700849439,1425062.97,0.0,C1474364019,0.0,0.0,1,0
327,TRANSFER,634385.97,C1791366162,634385.97,0.0,C1152394024,0.0,0.0,1,0
515,TRANSFER,12804.74,C1711121415,12804.74,0.0,C27575040,0.0,0.0,1,0
16,CASH_IN,183966.01,C2074151316,19993.0,203959.01,C1736295761,688936.04,504970.03,0,0
45,CASH_OUT,1069508.42,C1958391057,1069508.42,0.0,C1813915360,172254.0,1439496.96,1,0
188,TRANSFER,254124.23,C1600180942,424113.0,169988.77,C73690456,8936872.36,9190996.59,0,0
105,CASH_OUT,511379.9,C1440012977,511379.9,0.0,C644163395,3439249.7,3950629.6,1,0
120,TRANSFER,49571.87,C117760847,49571.87,0.0,C578681858,0.0,0.0,1,0
595,TRANSFER,2209035.37,C445829500,2209035.37,0.0,C808764637,0.0,0.0,1,0
18,CASH_OUT,278313.7,C447723646,0.0,0.0,C1448329555,517785.69,796099.39,0,0
559,CASH_OUT,127564.33,C471097879,127564.33,0.0,C312345,272123.54,399687.88,1,0
38,CASH_OUT,2395.29,C50436894,2395.29,0.0,C1124184322,276538.59,470937.03,1,0
680,CASH_OUT,442460.31,C528702862,442460.31,0.0,C1833040956,0.0,442460.31,1,0
583,TRANSFER,2149658.47,C1696909244,2149658.47,0.0,C1197995653,0.0,0.0,1,0
717,CASH_OUT,116798.38,C1129119075,116798.38,0.0,C1592225219,896815.57,1013613.95,1,0
212,PAYMENT,5701.63,C1098731042,0.0,0.0,M553667650,0.0,0.0,0,0
571,TRANSFER,972723.96,C1222331901,972723.96,0.0,C1807976680,0.0,0.0,1,0
695,TRANSFER,286835.21,C1993331914,286835.21,0.0,C653164829,0.0,0.0,1,0
206,TRANSFER,5903046.38,C338408648,5903046.38,0.0,C1667746886,0.0,0.0,1,0
479,TRANSFER,6669495.34,C1780532253,6669495.34,0.0,C2065569880,0.0,0.0,1,0
156,PAYMENT,15361.18,C176241311,205.0,0.0,M1989681400,0.0,0.0,0,0
325,CASH_IN,103607.89,C1616600591,1406416.71,1510024.6,C292289445,266719.0,163111.11,0,0
10,CASH_OUT,307530.53,C1314526240,0.0,0.0,C1675809149,2677691.26,4140807.97,0,0
305,CASH_OUT,1309602.55,C1472962938,1309602.55,0.0,C11257751,119342.55,1428945.1,1,0
172,TRANSFER,70072.66,C739431473,70072.66,0.0,C1097630164,0.0,0.0,1,0
326,TRANSFER,319294.59,C1572940519,0.0,0.0,C437205989,397102.63,716397.22,0,0
212,TRANSFER,3996798.71,C1093407378,3996798.71,0.0,C1069699196,0.0,0.0,1,0
36,CASH_IN,124487.64,C557166750,4587494.1,4711981.74,C518173085,3483227.15,3358739.5,0,0
25,CASH_OUT,296333.54,C1938399138,296333.54,0.0,C257884050,3355664.68,3651998.22,1,0
257,CASH_OUT,230204.96,C1587006115,230204.96,0.0,C1968237012,7435177.23,7665382.19,1,0
188,CASH_OUT,2912.26,C480161754,156481.0,153568.74,C571989612,5515876.81,5518789.07,0,0
93,PAYMENT,19667.29,C1724762811,0.0,0.0,M996173430,0.0,0.0,0,0
193,TRANSFER,113273.1,C1707545075,113273.1,0.0,C700261838,0.0,0.0,1,0
331,TRANSFER,62127.79,C807124248,0.0,0.0,C2003886275,828270.52,890398.31,0,0
172,CASH_OUT,1116508.49,C45204109,1116508.49,0.0,C500640535,4052464.84,5168973.32,1,0
517,CASH_OUT,555328.55,C482849190,555328.55,0.0,C1421855505,0.0,555328.55,1,0
157,TRANSFER,1397162.15,C717731676,1397162.15,0.0,C572895729,0.0,0.0,1,0
25,CASH_OUT,1698263.69,C902520408,1698263.69,0.0,C1047966944,0.0,1698263.69,1,0
255,PAYMENT,5875.03,C1918029871,334310.75,328435.72,M1442504690,0.0,0.0,0,0
155,PAYMENT,8771.73,C115688093,31340.34,22568.61,M705905627,0.0,0.0,0,0
140,CASH_OUT,6059.32,C2080165630,0.0,0.0,C821033111,147743.11,153802.43,0,0
19,PAYMENT,21190.96,C90934725,0.0,0.0,M652698100,0.0,0.0,0,0
62,TRANSFER,401529.35,C330207825,401529.35,0.0,C1825454306,0.0,0.0,1,0
284,TRANSFER,830803.43,C1340873625,830803.43,0.0,C743070440,0.0,0.0,1,0
334,CASH_OUT,972142.03,C129076810,972142.03,0.0,C948349145,0.0,972142.03,1,0
512,CASH_OUT,1319703.76,C213706912,1319703.76,0.0,C961243143,1629051.49,2948755.26,1,0
550,CASH_OUT,342309.91,C1944000382,342309.91,0.0,C1097536726,0.0,342309.91,1,0
276,TRANSFER,1567591.24,C1295443216,1567591.24,0.0,C1682101725,0.0,0.0,1,0
374,CASH_IN,20166.16,C1478023119,3220915.67,3241081.83,C246442981,138604.6,118438.44,0,0
226,CASH_IN,71303.05,C546744594,5068782.36,5140085.41,C646729818,1837276.98,1765973.93,0,0
661,PAYMENT,704.56,C2020909721,0.0,0.0,M1125936844,0.0,0.0,0,0
230,CASH_OUT,10000000.0,C1790027985,10000000.0,0.0,C243227440,0.0,10000000.0,1,0
637,TRANSFER,771465.88,C1139482230,0.0,0.0,C693932707,1925102.06,2696567.94,0,0
157,CASH_IN,301839.68,C1384824275,8019060.76,8320900.44,C1868086617,11093128.29,10791288.61,0,0
230,CASH_OUT,316805.25,C814350621,0.0,0.0,C784892583,6093430.99,6410236.24,0,0
643,TRANSFER,44482.33,C409367795,44482.33,0.0,C1969995735,0.0,0.0,1,0
36,PAYMENT,32157.03,C1024847775,47020.11,14863.08,M1570937972,0.0,0.0,0,0
55,CASH_OUT,283400.42,C2116041382,283400.42,0.0,C1772301094,2662439.92,2945840.34,1,0
166,PAYMENT,670.87,C1021890917,105726.0,105055.13,M272414941,0.0,0.0,0,0
571,TRANSFER,272637.22,C2141717111,272637.22,0.0,C765286683,0.0,0.0,1,0
186,CASH_OUT,304472.46,C1232941779,304472.46,0.0,C1642986177,0.0,304472.46,1,0
379,CASH_OUT,312336.26,C967777740,0.0,0.0,C27783471,850134.29,1162470.55,0,0
640,TRANSFER,49871.73,C1236485428,49871.73,0.0,C1412551637,0.0,0.0,1,0
47,CASH_OUT,667043.9,C1676208609,667043.9,0.0,C1263000252,104132.27,771176.17,1,0
379,CASH_OUT,124856.45,C1060502095,22007.0,0.0,C781083846,0.0,124856.45,0,0
686,CASH_OUT,234654.07,C520950032,0.0,0.0,C1892915891,6192483.25,6427137.32,0,0
380,CASH_OUT,105954.6,C1300064661,56114.0,0.0,C150654574,455982.96,561937.56,0,0
381,PAYMENT,3715.4,C768057306,31619.0,27903.6,M885002325,0.0,0.0,0,0
211,CASH_IN,13043.47,C1744403176,19305.0,32348.47,C729947132,279163.93,266120.46,0,0
709,TRANSFER,87541.41,C862377395,87541.41,0.0,C601150509,0.0,0.0,1,0
193,CASH_OUT,103368.58,C225886337,103368.58,0.0,C1347548584,0.0,103368.58,1,0
209,CASH_IN,57221.34,C1228612483,8674420.29,8731641.62,C860938643,263959.31,206737.97,0,0
165,CASH_IN,100334.82,C83108921,1789961.66,1890296.48,C294646900,2694088.97,2593754.15,0,0
464,TRANSFER,125464.42,C132433393,125464.42,0.0,C254097050,0.0,0.0,1,0
224,CASH_OUT,1150717.15,C518290039,1150717.15,0.0,C1280843273,39045.89,1189763.04,1,0
557,TRANSFER,2719.66,C1641144181,2719.66,0.0,C1326956055,0.0,0.0,1,0
226,PAYMENT,18666.03,C444841593,416.77,0.0,M460184807,0.0,0.0,0,0
351,CASH_OUT,144747.47,C90271333,0.0,0.0,C2035953102,2345856.29,2490603.76,0,0
21,PAYMENT,13848.53,C2047900228,40532.0,26683.47,M456152365,0.0,0.0,0,0
235,PAYMENT,14539.63,C1070966492,79017.57,64477.94,M534795920,0.0,0.0,0,0
265,TRANSFER,3929113.14,C111386253,3929113.14,0.0,C833883362,0.0,0.0,1,0
164,CASH_OUT,117008.61,C8571696,0.0,0.0,C2138402951,2815118.72,2932127.33,0,0
231,CASH_OUT,250562.37,C1677902835,15436.0,0.0,C10643932,742720.44,1172534.12,0,0
120,PAYMENT,16247.68,C1652162886,35893.0,19645.32,M752266486,0.0,0.0,0,0
406,CASH_OUT,184588.59,C1507841762,184588.59,0.0,C1402386572,0.0,184588.59,1,0
274,TRANSFER,529659.95,C1058371730,529659.95,0.0,C1045155067,0.0,0.0,1,0
251,PAYMENT,3877.32,C1368978134,0.0,0.0,M100008216,0.0,0.0,0,0
686,CASH_OUT,37494.48,C2016345235,0.0,0.0,C633137647,125346.2,162840.68,0,0
140,PAYMENT,4398.85,C1835121434,20540.0,16141.15,M2104871074,0.0,0.0,0,0
13,TRANSFER,32941.6,C613046865,0.0,0.0,C1033887610,80078.71,113020.32,0,0
211,TRANSFER,43822.07,C625445401,0.0,0.0,C579968609,108997.48,152819.55,0,0
133,PAYMENT,13034.95,C2146183979,51705.96,38671.02,M1436739046,0.0,0.0,0,0
288,TRANSFER,28636.24,C263250153,28636.24,0.0,C117997526,0.0,0.0,1,0
228,CASH_OUT,357894.38,C538206276,105029.0,0.0,C2121495831,805886.04,1163780.41,0,0
18,CASH_OUT,307739.18,C281912643,307739.18,0.0,C1264205758,25326.0,838246.41,1,0
300,CASH_OUT,70794.54,C690237724,0.0,0.0,C1282906775,145616.64,216411.18,0,0
485,TRANSFER,53107.96,C1398662623,53107.96,0.0,C840864986,0.0,0.0,1,0
576,CASH_OUT,818639.22,C79473657,818639.22,0.0,C1402186956,256864.44,1075503.66,1,0
420,TRANSFER,430722.59,C1114634874,430722.59,0.0,C1494693059,0.0,0.0,1,0
683,CASH_OUT,131074.71,C17471450,225103.14,94028.43,C188112161,11714269.23,11845343.94,0,0
159,CASH_OUT,20225.17,C47220479,20225.17,0.0,C1166034143,4743918.53,4825802.22,1,0
581,TRANSFER,155002.83,C1691713014,155002.83,0.0,C71357990,0.0,0.0,1,0
229,CASH_OUT,542188.04,C356961468,10477.0,0.0,C1948712022,8239038.25,8781226.29,0,0
356,CASH_OUT,22917.69,C1968464100,96918.0,74000.31,C1339712382,8862847.44,8885765.13,0,0
66,TRANSFER,548269.98,C172609143,548269.98,0.0,C106756368,0.0,0.0,1,0
231,CASH_IN,311856.35,C523464478,42160.0,354016.35,C1337062880,9298310.76,8986454.41,0,0
253,TRANSFER,690510.31,C1283193575,690510.31,0.0,C1577097476,0.0,0.0,1,0
209,CASH_IN,168856.38,C1882072040,159586.0,328442.38,C1242054054,5725654.37,5556797.99,0,0
229,PAYMENT,1476.26,C107625649,412410.83,410934.57,M1809658747,0.0,0.0,0,0
141,PAYMENT,8656.36,C924795996,0.0,0.0,M401954170,0.0,0.0,0,0
177,CASH_IN,307000.1,C936509962,0.0,307000.1,C1298177219,6876565.46,6569565.36,0,0
456,CASH_OUT,13914.81,C44196449,13914.81,0.0,C477039753,1495380.79,1509295.6,1,0
153,TRANSFER,1027260.28,C95607946,1027260.28,0.0,C1485064978,0.0,0.0,1,0
261,TRANSFER,259186.43,C1374344025,259186.43,0.0,C717552851,0.0,0.0,1,0
332,CASH_IN,23924.03,C2133030089,2226736.36,2250660.39,C330937521,50166.75,26242.72,0,0
688,CASH_OUT,162911.26,C1080291923,543.0,0.0,C904989070,42971.89,205883.15,0,0
180,CASH_OUT,115628.01,C1202149273,565301.95,449673.94,C214765664,271431.49,387059.5,0,0
302,TRANSFER,633384.46,C1088367372,633384.46,0.0,C299996818,0.0,0.0,1,0
69,TRANSFER,5521483.54,C505397169,5521483.54,0.0,C599233021,0.0,0.0,1,0
352,PAYMENT,15148.76,C1527941021,6095.0,0.0,M133707214,0.0,0.0,0,0
212,TRANSFER,10000000.0,C217654973,24953893.08,14953893.08,C167868594,0.0,0.0,1,0
375,TRANSFER,1467129.7,C2015368994,0.0,0.0,C1495157061,7707270.94,9174400.64,0,0
8,PAYMENT,19396.16,C1122353296,11273.0,0.0,M871671141,0.0,0.0,0,0
259,TRANSFER,214501.47,C1625226889,0.0,0.0,C549365409,2373771.73,2588273.2,0,0
253,PAYMENT,3178.38,C1007847235,119675.3,116496.93,M1478790497,0.0,0.0,0,0
508,CASH_OUT,385050.58,C1629594935,385050.58,0.0,C1259203714,1482899.76,1867950.34,1,0
15,TRANSFER,170.0,C553034695,170.0,0.0,C26381896,0.0,0.0,1,0
84,TRANSFER,39379.45,C1110566935,39379.45,0.0,C1210547818,0.0,0.0,1,0
612,TRANSFER,125216.91,C1019916893,125216.91,0.0,C1183977547,0.0,0.0,1,0
131,DEBIT,3966.97,C507093658,0.0,0.0,C240959333,134937.91,138904.89,0,0
35,TRANSFER,3606943.31,C1054903406,3606943.31,0.0,C755069790,0.0,0.0,1,0
436,TRANSFER,539658.73,C1496866222,539658.73,0.0,C2010123268,0.0,0.0,1,0
453,CASH_OUT,553328.24,C964493655,553328.24,0.0,C471673536,0.0,553328.24,1,0
326,CASH_OUT,105724.16,C988103222,0.0,0.0,C1856761587,352008.42,457732.57,0,0
354,CASH_IN,61148.4,C1947803564,17124566.66,17185715.06,C395879387,1481450.15,1420301.75,0,0
131,TRANSFER,529558.45,C1697497911,0.0,0.0,C1921157690,1130260.3,1659818.75,0,0
353,CASH_IN,68120.99,C1467821413,0.0,68120.99,C1337792423,433062.14,364941.14,0,0
658,TRANSFER,120582.86,C1665536946,120582.86,0.0,C752144431,0.0,0.0,1,0
475,CASH_OUT,29611.08,C779716783,29611.08,0.0,C1919160151,723084.29,752695.37,1,0
561,CASH_OUT,615954.92,C1033091830,615954.92,0.0,C690014487,3271323.95,3887278.88,1,0
724,TRANSFER,89845.29,C795915077,89845.29,0.0,C101606324,0.0,0.0,1,0
140,CASH_OUT,152911.62,C864248162,61996.94,0.0,C583506611,212589.21,365500.83,0,0
398,TRANSFER,10000000.0,C1577486244,15618179.9,5618179.9,C6676578,0.0,0.0,1,0
251,PAYMENT,2703.25,C870100430,0.0,0.0,M1912972887,0.0,0.0,0,0
323,PAYMENT,5391.03,C1604444588,21515.0,16123.97,M843747406,0.0,0.0,0,0
684,TRANSFER,168303.36,C1085553126,168303.36,0.0,C440988194,0.0,0.0,1,0
228,CASH_OUT,211124.17,C128537119,778.0,0.0,C1605690352,284701.67,495825.84,0,0
328,PAYMENT,9057.61,C849690575,0.0,0.0,M1340857400,0.0,0.0,0,0
211,PAYMENT,6439.83,C1638265454,0.0,0.0,M587405592,0.0,0.0,0,0
42,PAYMENT,38524.21,C615527712,0.0,0.0,M16800270,0.0,0.0,0,0
202,TRANSFER,545475.32,C18159783,0.0,0.0,C1512945422,709062.66,1254537.98,0,0
265,TRANSFER,127916.67,C1684685440,127916.67,0.0,C98246115,0.0,0.0,1,0
68,CASH_OUT,2026529.56,C354227932,2026529.56,0.0,C467042735,511526.05,2538055.62,1,0
324,PAYMENT,232.32,C1742418305,0.0,0.0,M1009986422,0.0,0.0,0,0
587,CASH_OUT,240051.21,C324657715,9093.49,0.0,C2117990271,2150746.67,2390797.88,0,0
308,CASH_OUT,183012.24,C1689691885,136623.0,0.0,C1764195742,106160.29,289172.54,0,0
668,CASH_OUT,1576531.53,C2000069930,1576531.53,0.0,C1345448010,0.0,1576531.53,1,0
252,CASH_OUT,5241.05,C1906191173,0.0,0.0,C892982478,916092.9,921333.95,0,0
306,TRANSFER,2052851.64,C1016160383,2052851.64,0.0,C1670523748,0.0,0.0,1,0
374,CASH_OUT,7466.12,C1178286288,7466.12,0.0,C626411479,0.0,7466.12,1,0
210,CASH_OUT,206882.67,C76753808,0.0,0.0,C871616383,678999.54,885882.22,0,0
212,CASH_IN,114336.2,C530154486,1848571.58,1962907.78,C1796069653,213549.5,99213.3,0,0
36,CASH_IN,391903.5,C1864142544,2404055.63,2795959.13,C641681159,3161205.77,2769302.27,0,0
331,PAYMENT,13382.53,C951656868,65901.06,52518.54,M1984604539,0.0,0.0,0,0
97,CASH_OUT,5624.02,C690034207,5624.02,0.0,C1902968473,204072.3,209696.33,1,0
235,CASH_OUT,8963.55,C1224315215,56958.0,47994.45,C180208996,32366.0,0.0,0,0
68,TRANSFER,5800988.12,C1770441952,5800988.12,0.0,C1228502814,0.0,0.0,1,0
258,CASH_OUT,214725.32,C461728604,0.0,0.0,C404467519,493783.0,708508.32,0,0
180,CASH_OUT,218177.55,C632080362,11445.0,0.0,C2055737077,0.0,218177.55,0,0
648,CASH_OUT,1086227.44,C1878954477,1086227.44,0.0,C1745741148,1017455.87,2103683.3,1,0
574,TRANSFER,58863.89,C1649037642,58863.89,0.0,C1806065948,0.0,0.0,1,0
132,CASH_IN,159635.19,C417390534,8571085.42,8730720.61,C1046683764,1370736.67,1211101.48,0,0
739,TRANSFER,194521.28,C1696012302,194521.28,0.0,C411128068,0.0,0.0,1,0
39,CASH_OUT,414785.48,C674013311,2570.0,0.0,C349231889,0.0,414785.48,0,0
340,CASH_OUT,92145.4,C987947557,92145.4,0.0,C1630824313,388798.48,480943.88,1,0
47,TRANSFER,827921.27,C1767277816,827921.27,0.0,C1835346647,0.0,0.0,1,0
274,TRANSFER,2274566.61,C1462703827,2274566.61,0.0,C961774996,0.0,0.0,1,0
401,CASH_OUT,239737.91,C1820674663,51809.0,0.0,C796774664,0.0,239737.91,0,0
317,CASH_OUT,493.28,C2126327419,493.28,0.0,C1658560139,1078812.78,1079306.06,1,0
307,CASH_OUT,70529.95,C1328794054,61273.0,0.0,C1217882204,341123.64,2008514.41,0,0
351,CASH_IN,528410.92,C258675001,20824.0,549234.92,C299419406,0.0,0.0,0,0
463,CASH_OUT,219300.76,C1410654808,219300.76,0.0,C1763889280,19058370.95,19277671.71,1,0
10,TRANSFER,9217.19,C184586799,9217.19,0.0,C812377986,0.0,96795.6,1,0
640,TRANSFER,1732090.28,C1731441733,1732090.28,0.0,C1865669810,0.0,0.0,1,0
507,CASH_OUT,227304.91,C1775139869,227304.91,0.0,C127797193,80290.25,307595.16,1,0
44,TRANSFER,1649818.97,C369936121,1649818.97,0.0,C1347315975,0.0,0.0,1,0
516,TRANSFER,848134.57,C387226180,848134.57,0.0,C1242120613,0.0,0.0,1,0
90,TRANSFER,703833.48,C199695016,703833.48,0.0,C1584778754,0.0,0.0,1,0
232,TRANSFER,1454888.86,C522008423,1454888.86,0.0,C2072999446,0.0,0.0,1,0
166,CASH_OUT,79902.4,C1368731452,564530.0,484627.6,C474539005,143810.42,223712.82,0,0
191,PAYMENT,5534.79,C686599609,6722.0,1187.21,M652535838,0.0,0.0,0,0
298,TRANSFER,40043.74,C1850753027,40043.74,0.0,C995702691,0.0,0.0,1,0
279,PAYMENT,21278.15,C1829164636,0.0,0.0,M1008509043,0.0,0.0,0,0
381,CASH_OUT,350447.55,C420413519,161682.0,0.0,C1866571446,0.0,350447.55,0,0
351,CASH_IN,298438.91,C410474208,87161.0,385599.91,C632472943,6516854.06,6218415.15,0,0
638,TRANSFER,7788725.2,C1474481275,7788725.2,0.0,C955662088,0.0,0.0,1,0
207,CASH_OUT,193407.45,C1132592241,0.0,0.0,C1648956503,1834135.81,2027543.26,0,0
74,TRANSFER,85637.08,C1809932675,85637.08,0.0,C1098977292,0.0,0.0,1,0
467,TRANSFER,171623.1,C1057975418,171623.1,0.0,C864888723,0.0,0.0,1,0
307,CASH_IN,141285.59,C1500172756,202642.0,343927.59,C906593420,0.0,0.0,0,0
158,PAYMENT,10739.86,C609783862,904.13,0.0,M1069528139,0.0,0.0,0,0
182,CASH_IN,255757.0,C532754867,1556.0,257313.0,C265504964,0.0,0.0,0,0
120,TRANSFER,105859.41,C1982717014,105859.41,0.0,C959776008,0.0,0.0,1,0
44,CASH_OUT,534255.94,C1829721095,534255.94,0.0,C991247178,24559.0,558814.94,1,0
14,CASH_OUT,132964.08,C2080835394,0.0,0.0,C164339272,346247.42,479211.5,0,0
340,TRANSFER,596127.11,C431054678,596127.11,0.0,C1864318595,0.0,0.0,1,0
116,TRANSFER,2694857.26,C2100014537,2694857.26,0.0,C973050515,0.0,0.0,1,0
283,PAYMENT,50257.63,C1067827207,0.0,0.0,M1247816999,0.0,0.0,0,0
352,CASH_OUT,25396.72,C487932586,0.0,0.0,C1421550415,357309.81,382706.53,0,0
576,CASH_OUT,511389.5,C399946871,511389.5,0.0,C529880237,0.0,511389.5,1,0
161,TRANSFER,10000000.0,C831325954,11336901.11,1336901.11,C1166671647,0.0,0.0,1,0
155,PAYMENT,536.32,C1494016604,11388.0,10851.68,M620816976,0.0,0.0,0,0
19,CASH_IN,222333.37,C1379941824,9017892.55,9240225.93,C2034885808,621239.72,398906.34,0,0
317,CASH_OUT,223228.11,C600776492,223228.11,0.0,C856386556,252901.53,476129.65,1,0
380,CASH_IN,450650.23,C412262676,22574704.42,23025354.64,C1779982793,8137362.4,7686712.17,0,0
164,PAYMENT,20592.2,C1312814205,31114.0,10521.8,M1756132793,0.0,0.0,0,0
264,CASH_IN,163189.94,C431349101,3805197.63,3968387.57,C2104355355,236778.05,73588.11,0,0
260,TRANSFER,10000000.0,C1799904347,10175597.64,175597.64,C1817199105,0.0,0.0,1,0
601,TRANSFER,1054244.29,C1474454143,1054244.29,0.0,C2096107271,0.0,0.0,1,0
737,TRANSFER,2194533.79,C871130115,2194533.79,0.0,C1027984317,0.0,0.0,1,0
37,CASH_OUT,5979556.06,C1240594546,5979556.06,0.0,C579897687,0.0,5979556.06,1,0
614,CASH_OUT,424700.99,C548890827,424700.99,0.0,C1881121071,646139.13,1070840.13,1,0
303,PAYMENT,16901.86,C1171987141,18359.05,1457.18,M1637929730,0.0,0.0,0,0
251,PAYMENT,19188.01,C1676379602,0.0,0.0,M2100066463,0.0,0.0,0,0
36,CASH_IN,387206.59,C2101845841,84761.0,471967.59,C1370677729,228.0,289504.4,0,0
72,TRANSFER,3786438.03,C1659791860,3786438.03,0.0,C199886377,0.0,0.0,1,0
420,CASH_IN,27724.99,C433050287,3880499.13,3908224.12,C1377830519,61957.05,34232.06,0,0
585,CASH_OUT,8286342.51,C1320375746,8286342.51,0.0,C2056964049,9538756.13,17825098.64,1,0
307,PAYMENT,5933.83,C427718399,0.0,0.0,M63603858,0.0,0.0,0,0
21,PAYMENT,5110.36,C323803740,0.0,0.0,M1538868813,0.0,0.0,0,0
403,CASH_OUT,6950.65,C2072229925,50873.0,43922.35,C1079828289,704679.75,711630.4,0,0
8,CASH_OUT,26541.74,C267912855,0.0,0.0,C1137247436,119720.0,146261.74,0,0
34,CASH_OUT,116553.25,C931388033,30885.0,0.0,C239180374,8564776.12,8854661.12,0,0
328,CASH_OUT,364375.51,C864862655,364375.51,0.0,C66207511,1167810.86,1532186.38,1,0
224,CASH_OUT,8111.09,C151901104,8111.09,0.0,C797070356,0.0,8111.09,1,0
354,CASH_OUT,55259.41,C1279029525,0.0,0.0,C1675932735,2892014.73,2947274.14,0,0
227,CASH_OUT,4075956.58,C1194310018,4075956.58,0.0,C299514580,79992.36,4155948.94,1,0
120,CASH_OUT,105859.41,C1163445011,105859.41,0.0,C1506005745,1210162.91,1316022.32,1,0
584,TRANSFER,777448.03,C86523774,777448.03,0.0,C262188325,0.0,0.0,1,0
388,CASH_OUT,6703831.4,C76062067,6703831.4,0.0,C1968350430,99114.49,6802945.89,1,0
155,CASH_OUT,650399.36,C701280037,533.0,0.0,C778731861,4687305.24,5337704.6,0,0
437,TRANSFER,101392.92,C1484407499,101392.92,0.0,C86900925,0.0,0.0,1,0
67,CASH_OUT,106460.7,C844080619,106460.7,0.0,C597435768,1414263.15,1520723.84,1,0
16,CASH_OUT,6651.13,C1045371930,0.0,0.0,C2077458862,10197.9,16849.03,0,0
586,TRANSFER,10000000.0,C1936484732,20353874.22,10353874.22,C1554273675,0.0,0.0,1,0
214,CASH_IN,131511.03,C1722455600,29651225.11,29782736.14,C1769785810,137879.9,6368.87,0,0
287,TRANSFER,7109453.78,C1425726290,7109453.78,0.0,C1670108631,0.0,0.0,1,0
181,TRANSFER,955505.54,C997127653,955505.54,0.0,C1969513501,0.0,0.0,1,0
346,CASH_OUT,91767.05,C1915302759,0.0,0.0,C39505059,9262994.43,9354761.48,0,0
365,TRANSFER,86258.11,C1449357986,86258.11,0.0,C185244782,0.0,0.0,1,0
348,CASH_OUT,142715.07,C1347324613,142715.07,0.0,C1496408935,1012855.59,1155570.66,1,0
402,PAYMENT,2646.27,C2082022748,406369.27,403723.01,M1431182732,0.0,0.0,0,0
327,TRANSFER,415785.89,C990820697,415785.89,0.0,C1804765408,0.0,0.0,1,0
551,TRANSFER,407907.34,C1375603076,407907.34,0.0,C1520555708,0.0,0.0,1,0
9,CASH_OUT,2539898.07,C728718059,2539898.07,0.0,C1013511446,968.0,1842864.22,1,0
328,CASH_OUT,342429.65,C1074511889,0.0,0.0,C14376585,16191080.45,16533510.1,0,0
7,PAYMENT,4179.8,C48423436,439584.51,435404.72,M229088529,0.0,0.0,0,0
401,PAYMENT,8452.09,C1482025540,0.0,0.0,M1403217934,0.0,0.0,0,0
619,CASH_OUT,595854.2,C630264516,595854.2,0.0,C533475221,1794660.91,2390515.11,1,0
20,PAYMENT,12955.41,C1446800909,44871.0,31915.59,M1668046953,0.0,0.0,0,0
690,CASH_OUT,79335.18,C587287517,506.0,0.0,C979305206,3000224.82,3079560.0,0,0
71,TRANSFER,386996.34,C436643721,386996.34,0.0,C295403005,0.0,0.0,1,0
